,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label
17597,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1
17598,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1
17608,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
17612,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1
17616,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1
17620,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1
17624,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1
17625,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1
17626,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1
17628,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
17629,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
17630,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
17631,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
17632,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1
17636,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1
17640,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1
17644,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1
17645,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1
17646,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1
17648,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1
17649,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1
17650,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1
17652,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1
17653,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1
17654,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1
17655,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1
17656,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1
17657,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1
17658,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1
17659,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1
17660,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
17661,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
17662,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
17663,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
17724,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1
17752,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1
17756,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1
17772,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1
17776,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1
17780,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1
17784,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1
17786,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1
17788,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
17789,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
17790,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
17792,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
17794,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
17796,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1
17800,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
17804,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1
17808,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
17810,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
17812,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1
17816,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1
17818,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1
17820,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1
17821,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1
17822,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1
17824,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
17828,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1
17832,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1
17836,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
17840,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1
17844,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
17848,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1
17852,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1
17853,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1
17856,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1
17860,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1
17864,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1
17868,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1
17872,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1
17876,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1
17880,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1
17882,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1
17884,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1
17885,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1
17886,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1
17888,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1
17892,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1
17896,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1
17900,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1
17901,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1
17904,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1
17908,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1
17910,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1
17912,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1
17913,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1
17914,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1
17916,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
17917,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
17918,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
17919,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
18040,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1
18044,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1
18136,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1
18140,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1
18164,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1
18168,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1
18169,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1
18172,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
18173,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
18300,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
18392,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1
18396,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1
18424,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1
18428,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
18524,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1
18540,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1
18548,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1
18552,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1
18554,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1
18556,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
18557,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
18558,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1
18584,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1
18588,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1
18608,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1
18612,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1
18616,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1
18620,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1
18621,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1
18636,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1
18644,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1
18648,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1
18652,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1
18653,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1
18654,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1
18660,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1
18664,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1
18668,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
18669,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1
18672,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1
18674,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1
18676,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1
18677,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1
18678,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1
18680,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1
18681,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1
18682,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1
18683,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1
18684,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
18685,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
18686,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
18687,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
18812,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1
18816,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1
18820,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
18824,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1
18832,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
18834,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1
18836,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1
18840,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1
18844,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1
18848,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1
18864,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1
18868,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1
18872,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1
18876,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1
18880,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1
18888,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1
18892,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1
18896,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1
18900,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1
18904,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1
18908,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
18910,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
18912,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1
18916,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1
18920,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1
18924,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1
18928,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1
18932,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1
18936,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1
18938,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1
18940,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
18941,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
18942,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
18943,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
19192,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1
19196,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
19197,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
19448,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1
19452,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
19484,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1
19504,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1
19508,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1
19510,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1
19512,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1
19514,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1
19516,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1
19517,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1
19518,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1
19532,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1
19540,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1
19544,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1
19546,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1
19548,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1
19549,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1
19550,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1
19552,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
19554,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1
19556,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1
19558,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1
19560,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
19562,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
19564,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1
19565,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1
19566,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1
19568,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1
19569,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1
19570,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1
19572,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1
19573,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1
19574,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1
19575,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1
19576,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1
19577,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1
19578,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1
19579,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1
19580,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
19581,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
19582,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
19583,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
19584,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
19592,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1
19596,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1
19600,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
19604,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1
19608,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1
19610,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1
19612,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1
19613,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1
19614,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1
19616,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1
19620,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1
19624,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1
19628,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1
19632,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
19634,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1
19636,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1
19637,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1
19638,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1
19640,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1
19641,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1
19642,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1
19644,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1
19645,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1
19646,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1
19647,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1
19648,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
19652,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1
19656,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1
19660,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1
19662,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1
19664,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
19666,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1
19668,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1
19669,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1
19670,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1
19672,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1
19673,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1
19674,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1
19675,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1
19676,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
19677,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
19678,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
19679,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
19680,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1
19682,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1
19684,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1
19685,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1
19686,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1
19688,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1
19689,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1
19690,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1
19691,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1
19692,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1
19693,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1
19694,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1
19695,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1
19696,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1
19697,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1
19698,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1
19699,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1
19700,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1
19701,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1
19702,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1
19703,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1
19704,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1
19705,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1
19706,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1
19707,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1
19708,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1
19709,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1
19710,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1
19711,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1
19712,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
19728,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
19732,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1
19736,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1
19740,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1
19742,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1
19744,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
19756,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
19760,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1
19764,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1
19768,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1
19770,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1
19772,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1
19774,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1
19784,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
19788,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1
19792,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1
19796,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1
19800,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1
19802,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1
19804,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1
19806,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1
19808,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1
19810,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1
19812,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1
19816,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1
19818,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1
19820,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1
19822,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1
19824,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1
19826,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1
19828,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1
19830,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1
19832,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1
19834,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1
19836,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1
19837,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1
19838,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1
19839,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1
19840,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
19841,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
19842,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
19844,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1
19846,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1
19848,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
19850,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
19852,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
19854,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
19856,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1
19857,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1
19858,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1
19860,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1
19861,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1
19862,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1
19864,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1
19865,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1
19866,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1
19868,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1
19869,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1
19870,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1
19871,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1
19872,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1
19873,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1
19874,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1
19876,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1
19880,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1
19884,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1
19888,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1
19889,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1
19890,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1
19892,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
19893,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
19894,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1
19896,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1
19897,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1
19898,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1
19900,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
19901,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
19902,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
19903,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1
